Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment,Probability_To_Buy,Target_Campaign
6565,1949,2,2,76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,1782,0.0987100392596747,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
10095,1975,0,4,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,1293,0.0092735703245749,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
7079,1962,3,4,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1245,0.0738362760834671,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
10675,1956,0,2,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1161,0.0197934595524956,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
9365,1976,0,1,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1277,0.0093896713615023,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
4322,1958,0,0,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,1291,0.0092879256965944,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
2131,1959,0,4,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,0.0191131498470948,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
4012,1972,0,0,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1226,0.0097799511002444,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
6059,1953,0,0,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,1314,0.0821292775665399,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
9212,1962,2,2,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,0.1220964860035735,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
7441,1973,3,4,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,1615,0.0191831683168316,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
7899,1952,0,2,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,1680,0.0095181439619274,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
1631,1965,0,0,65220.0,0,0,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,1,1282,0.0093530787217459,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.8386683738796417,AcceptedCmp4
1371,1976,3,1,79941.0,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,984,0.1766497461928934,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9649122807017543,AcceptedCmp4
8475,1973,0,2,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,1608,0.0006215040397762,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9649122807017543,AcceptedCmp4
1501,1982,0,2,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,1717,0.0023282887077997,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9649122807017543,AcceptedCmp4
4931,1977,3,0,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,1730,0.0005777007510109,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9649122807017543,AcceptedCmp4
3520,1990,2,1,91172.0,0,0,94,162,28,818,0,28,56,0,4,3,7,3,1,0,1,1,1,0,1,1092,0.051235132662397,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9649122807017543,AcceptedCmp4
7503,1976,3,1,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,2209,0.023076923076923,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
8867,1988,0,2,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0.080865068171133,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
4910,1967,3,4,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,0.0554216867469879,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
9826,1972,0,1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,0.0189125295508274,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
5830,1972,0,1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,0.0189125295508274,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
4597,1970,0,0,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,2018,0.0638930163447251,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
2147,1969,3,0,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2279,0.0552631578947368,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
3698,1983,3,0,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,0.1130924448615673,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
9010,1972,2,2,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,0.0894759267149552,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
5453,1956,2,2,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,2352,0.0458988525286867,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
2747,1988,0,2,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0.080865068171133,14,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
1772,1975,0,2,79174.0,0,0,2,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,0,1,2043,0.0631115459882583,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.8850574712643677,AcceptedCmp4
1992,1964,3,2,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,893,0.0738255033557047,12,1,Mid-Market Enterprise,Mid-Market Enterprise,1.0,AcceptedCmp4
5121,1977,3,1,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,761,0.2244094488188976,12,1,Mid-Market Enterprise,Mid-Market Enterprise,1.0,AcceptedCmp4
3717,1959,3,2,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,704,0.3092198581560283,12,1,Mid-Market Enterprise,Mid-Market Enterprise,1.0,AcceptedCmp4
4619,1945,0,1,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,277,0.0107913669064748,12,1,Mid-Market Enterprise,Mid-Market Enterprise,1.0,AcceptedCmp4
2495,1974,2,2,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,816,0.018359853121175,12,1,Mid-Market Enterprise,Mid-Market Enterprise,1.0,AcceptedCmp4
4339,1970,0,2,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,913,0.0382932166301969,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
8375,1968,0,2,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,518,0.0828516377649325,12,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
6518,1951,0,3,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,606,0.0098846787479406,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
11051,1956,0,0,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,661,0.0181268882175226,12,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
433,1958,2,1,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,632,0.0647709320695102,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
7055,1952,0,0,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,1021,0.0743639921722113,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.8657534246575342,AcceptedCmp4
