Company_ID,Establishment_Year,Tech_Readiness_Level,Company_Structure,IT_Budget_USD,Small_Branch_Offices,International_Branches,Days_Since_Last_Contract,Mnt_Cloud_Infrastructure,Mnt_CRM_Software,Mnt_ERP_Systems,Mnt_Cybersecurity,Mnt_Collaboration_Tools,Mnt_AI_Data_Analytics,Num_Discounted_Contracts,Num_SelfService_Contracts,Num_Partner_Reseller_Contracts,Num_Direct_Sales_Contracts,Num_B2B_Portal_Visits_Month,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,SLA_Breach_Complaints,Response,Mnt_Total_Enterprise_Spend,AI_Spending_Ratio,Partnership_Years,Macro_Cluster,Macro_Cluster_Name,Final_Segment,Probability_To_Buy,Target_Campaign
5140,1985,0,2,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,1445,0.1058091286307053,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
4673,1963,0,2,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1241,0.0289855072463768,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
8732,1969,2,3,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1461,0.0287277701778385,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
10319,1971,3,2,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1286,0.0466200466200466,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
1079,1971,0,2,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,1086,0.0091996320147194,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
2886,1971,2,4,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,0.0098522167487684,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.9736308316430021,AcceptedCmp2
6274,1948,2,2,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,1615,0.0099009900990099,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
3428,1991,0,0,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,0.0281425891181988,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
7875,1949,3,2,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,1677,0.0,12,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
1204,1970,0,2,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,1829,0.0191256830601092,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
4500,1991,0,0,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,0.0281425891181988,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
9298,1947,0,0,81574.0,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,1798,0.0,12,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
6977,1974,3,0,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1921,0.0192507804370447,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
531,1954,0,4,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,0.105832832230908,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
3919,1976,2,1,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,1,1931,0.0,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.92485549132948,AcceptedCmp2
9058,1955,3,3,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,1867,0.1199143468950749,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
10430,1973,3,4,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,1472,0.0285132382892057,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
5386,1953,3,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0.0746851932262266,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
4580,1969,3,2,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,2486,0.0731805388017692,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
2894,1985,3,1,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,2013,0.019364448857994,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
6024,1953,3,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0.0746851932262266,13,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
10133,1970,3,1,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,2349,0.0191489361702127,12,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
2781,1981,3,1,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,1792,0.0189626324595649,12,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
5831,1967,3,2,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,1815,0.073237885462555,14,2,Large Enterprise,Large Enterprise - Cloud Focus,0.845442536327609,AcceptedCmp2
2225,1977,3,4,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,1617,0.1489493201483312,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9844559585492229,AcceptedCmp2
3005,1992,3,1,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,1650,0.0890369473046638,12,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9844559585492229,AcceptedCmp2
9010,1972,2,2,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,0.0894759267149552,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9844559585492229,AcceptedCmp2
9242,1990,3,1,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1,1722,0.044689495066744,13,2,Large Enterprise,Large Enterprise - ERP & Cyber Focus,0.9844559585492229,AcceptedCmp2
8375,1968,0,2,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,518,0.0828516377649325,12,1,Mid-Market Enterprise,Mid-Market Enterprise,0.9978448275862069,AcceptedCmp2
1618,1965,3,0,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,692,0.0735930735930736,13,1,Mid-Market Enterprise,Mid-Market Enterprise,0.9978448275862069,AcceptedCmp2
1272,1965,2,1,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,0.0730088495575221,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.9978448275862069,AcceptedCmp2
9224,1972,0,1,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1139,0.2122807017543859,14,1,Mid-Market Enterprise,Mid-Market Enterprise,0.9978448275862069,AcceptedCmp2
8461,1962,3,4,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,0.0588235294117647,12,0,Small Business (SMEs),Small Business (SMEs),0.9945429740791268,AcceptedCmp2
8086,1959,3,2,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,0.0892857142857142,13,0,Small Business (SMEs),Small Business (SMEs),0.9945429740791268,AcceptedCmp2
5493,1976,3,2,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,23,0.25,12,0,Small Business (SMEs),Small Business (SMEs),0.9945429740791268,AcceptedCmp2
10356,1957,0,4,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,0.0303030303030303,14,0,Small Business (SMEs),Small Business (SMEs),0.9945429740791268,AcceptedCmp2
